표이름,시점,지역,분류,항목,값,단위
경영주 연령 및 교육정도별 농가,2020,천안시,경지규모별,대학원 박사과정,82,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,농가,133,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,25~29,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,30~34,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,35~39,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,40~44,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,45~49,8,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,50~54,16,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,55~59,25,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,60~64,33,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,65~69,17,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,70~74,12,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,75~79,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,80세이상,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,경영주평균연령,59.3,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,경영주교육정도별농가:          받지않음,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,초등학교,15,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,중학교,22,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,고등학교,49,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,4년제미만대학,19,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,4년제이상대학교,26,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,대학원 석사과정,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,경지없음,대학원 박사과정,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,농가,52,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,30~34,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,35~39,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,40~44,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,45~49,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,50~54,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,55~59,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,60~64,17,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,65~69,9,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,70~74,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,75~79,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,80세이상,7,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,경영주평균연령,64.8,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,경영주교육정도별농가:          받지않음,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,초등학교,10,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,중학교,10,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,고등학교,21,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,4년제미만대학,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,4년제이상대학교,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,대학원 석사과정,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1ha 미만,대학원 박사과정,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,농가,1968,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,20~24,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,30~34,7,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,35~39,16,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,40~44,58,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,45~49,85,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,50~54,210,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,55~59,331,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,60~64,384,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,65~69,294,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,70~74,264,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,75~79,173,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,80세이상,145,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,경영주평균연령,63.5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,경영주교육정도별농가:          받지않음,62,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,초등학교,342,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,중학교,224,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,고등학교,767,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,4년제미만대학,153,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,4년제이상대학교,328,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,대학원 석사과정,71,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.1~0.2,대학원 박사과정,21,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,농가,1440,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,25~29,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,30~34,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,35~39,12,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,40~44,25,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,45~49,65,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,50~54,132,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,55~59,241,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,60~64,284,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,65~69,229,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,70~74,196,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,75~79,140,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,80세이상,115,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,경영주평균연령,64.4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,경영주교육정도별농가:          받지않음,40,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,초등학교,299,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,중학교,191,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,고등학교,557,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,4년제미만대학,104,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,4년제이상대학교,187,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,대학원 석사과정,46,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.2~0.3,대학원 박사과정,16,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,농가,2387,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,30~34,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,35~39,18,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,40~44,52,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,45~49,111,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,50~54,218,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,55~59,347,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,60~64,427,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,65~69,385,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,70~74,323,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,75~79,258,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,80세이상,244,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,경영주평균연령,64.9,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,경영주교육정도별농가:          받지않음,78,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,초등학교,536,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,중학교,349,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,고등학교,851,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,4년제미만대학,168,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,4년제이상대학교,331,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,대학원 석사과정,58,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.3~0.5,대학원 박사과정,16,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,농가,1438,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,20~24,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,30~34,3,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,35~39,11,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,40~44,16,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,45~49,51,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,50~54,92,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,55~59,197,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,60~64,241,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,65~69,242,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,70~74,233,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,75~79,163,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,80세이상,188,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,경영주평균연령,66.5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,경영주교육정도별농가:          받지않음,46,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,초등학교,384,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,중학교,240,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,고등학교,466,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,4년제미만대학,84,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,4년제이상대학교,180,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,대학원 석사과정,28,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.5~0.7,대학원 박사과정,10,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,농가,1239,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,25~29,3,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,30~34,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,35~39,9,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,40~44,26,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,45~49,36,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,50~54,75,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,55~59,159,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,60~64,214,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,65~69,222,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,70~74,174,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,75~79,163,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,80세이상,157,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,경영주평균연령,66.6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,경영주교육정도별농가:          받지않음,43,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,초등학교,358,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,중학교,226,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,고등학교,385,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,4년제미만대학,93,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,4년제이상대학교,108,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,대학원 석사과정,20,가구
경영주 연령 및 교육정도별 농가,2020,천안시,0.7~1.0,대학원 박사과정,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,농가,959,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,30~34,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,35~39,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,40~44,13,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,45~49,25,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,50~54,60,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,55~59,121,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,60~64,158,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,65~69,168,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,70~74,159,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,75~79,134,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,80세이상,117,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,경영주평균연령,67.2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,경영주교육정도별농가:          받지않음,31,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,초등학교,279,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,중학교,174,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,고등학교,303,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,4년제미만대학,56,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,4년제이상대학교,96,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,대학원 석사과정,14,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.0~1.5,대학원 박사과정,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,농가,544,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,30~34,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,35~39,3,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,40~44,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,45~49,17,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,50~54,40,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,55~59,87,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,60~64,101,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,65~69,92,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,70~74,84,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,75~79,64,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,80세이상,53,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,경영주평균연령,65.9,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,경영주교육정도별농가:          받지않음,11,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,초등학교,150,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,중학교,96,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,고등학교,195,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,4년제미만대학,35,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,4년제이상대학교,49,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,대학원 석사과정,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,1.5~2.0,대학원 박사과정,3,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,농가,277,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,30~34,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,35~39,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,40~44,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,45~49,9,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,50~54,20,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,55~59,27,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,60~64,60,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,65~69,55,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,70~74,58,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,75~79,24,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,80세이상,20,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,경영주평균연령,65.8,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,경영주교육정도별농가:          받지않음,7,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,초등학교,73,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,중학교,51,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,고등학교,109,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,4년제미만대학,16,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,4년제이상대학교,16,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,대학원 석사과정,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.0~2.5,대학원 박사과정,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,농가,153,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,30~34,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,35~39,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,40~44,3,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,45~49,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,50~54,8,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,55~59,22,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,60~64,25,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,65~69,32,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,70~74,24,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,75~79,20,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,80세이상,13,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,경영주평균연령,66,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,경영주교육정도별농가:          받지않음,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,초등학교,32,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,중학교,40,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,고등학교,50,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,4년제미만대학,12,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,4년제이상대학교,13,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,대학원 석사과정,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,2.5~3.0,대학원 박사과정,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,농가,221,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,30~34,3,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,35~39,3,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,40~44,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,45~49,8,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,50~54,15,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,55~59,40,가구
